pathway,k,z_meta,delta_mean,concord,P_meta,FDR_meta
GOBP_ONE_CARBON_METABOLIC_PROCESS,4,-1.40159802918813,-0.0868696642119827,0.75,0.161035315853268,0.337335574177574
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS,4,1.39871834671953,0.0298457285451743,0.75,0.161897460290015,0.338902077620415
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,4,-1.39852545411417,-0.0787536999784629,0.75,0.161955334428341,0.338902077620415
GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE,1,1.39833204738853,0.129607331977582,1,0.162013378496715,0.338902077620415
GOBP_REGULATION_OF_GLUCOSE_IMPORT,4,-1.39822203989438,-0.112718925588567,0.75,0.162046400291602,0.338902077620415
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,4,-1.39795031066643,-0.0441004491732304,0.75,0.162127989112888,0.338935045043548
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,4,-1.39731892764692,-0.0343255484433437,1,0.162317686495857,0.339061587119849
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,4,-1.39697617727706,-0.0225055760782657,1,0.162420735063529,0.339061587119849
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,4,1.3968747670389,0.00642275345146228,0.5,0.162451233710299,0.339061587119849
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY,4,1.39687003090303,0.0803016596270875,1,0.162452658186238,0.339061587119849
REACTOME_S_PHASE,4,-1.39665357929946,-0.0929288460299543,1,0.162517769860514,0.339061587119849
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,4,-1.39638668813888,-0.0630595237271282,0.75,0.162598081563026,0.339091746443103
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,4,-1.39527500896279,-0.00665268073918392,0.5,0.162932925224184,0.339452473994035
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS,4,1.39521204992083,0.00231909982436848,0.75,0.162951904369884,0.339452473994035
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,4,1.39515590114958,0.0394771089136321,0.75,0.162968831950525,0.339452473994035
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,4,-1.39391874959775,-0.0768455520341935,0.75,0.163342141666257,0.340056349800573
GOBP_LIPID_DIGESTION,4,-1.39375753669972,-0.0341021896366058,0.75,0.163390834998372,0.340056349800573
GOBP_LYMPHOCYTE_MIGRATION,4,1.39214664682227,0.0893365171271984,0.75,0.163877995191792,0.340877134502186
GOBP_CELLULAR_RESPONSE_TO_DSRNA,4,-1.3918624375345,-0.0354482525872441,0.5,0.163964058332689,0.340877134502186
GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,4,-1.39175479181902,-0.0602373800228744,1,0.163996664076402,0.340877134502186
GOBP_CENTRIOLE_ASSEMBLY,4,-1.39157868430177,-0.0744655506486934,1,0.164050017342478,0.340877134502186
GOBP_AXIS_ELONGATION,4,-1.39128767669218,-0.00218419793846984,0.5,0.164138209224603,0.340922807300315
GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,4,1.39024421552071,0.0667098587897624,0.75,0.164454731065646,0.341442504135891
REACTOME_PROLACTIN_RECEPTOR_SIGNALING,3,-1.38926121163338,-0.0480462521693934,0.666666666666667,0.164753334222462,0.341843380742894
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,4,-1.38907539109905,-0.0363332205191731,1,0.1648098260342,0.341843380742894
GOBP_RECEPTOR_RECYCLING,4,1.38895319619956,0.0672779174098707,0.5,0.164846982789786,0.341843380742894
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,4,-1.388306904434,-0.0662655287704978,1,0.165043610669401,0.34211334594877
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,4,1.38676516753781,0.0274812369619006,0.75,0.165513381756785,0.342949055398667
GOBP_REGULATION_OF_GENE_EXPRESSION_BY_GENOMIC_IMPRINTING,3,-1.3857884977048,-0.0801211813456147,1,0.16581149565164,0.343286479594723
GOBP_REGULATION_OF_HEART_RATE,4,1.38572386981069,0.0363800116078242,0.75,0.165831236591839,0.343286479594723
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,4,-1.38557655834132,-0.10490350314776,0.75,0.165876240285817,0.343286479594723
GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,4,1.38448154486602,0.0382624309456266,1,0.166211055206883,0.343841190542483
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,4,1.38340478076324,-0.000911041264466278,0.5,0.166540785482623,0.344384941546196
GOBP_REGULATION_OF_CENTROSOME_CYCLE,4,-1.38318151243642,-0.0714679868321138,0.75,0.16660921696531,0.344388140567797
GOBP_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT,4,1.38203863817238,0.0359975776193769,0.75,0.166959837674759,0.344974399754147
GOBP_DNA_METHYLATION,4,-1.3816257029289,-0.0306093546655204,0.75,0.167086657751735,0.345097954578292
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,4,-1.38128078538178,-0.0193957373125627,0.75,0.167192643805117,0.345178397334623
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,4,-1.3803994576792,-0.00813292845333764,0.75,0.167463687076049,0.345425031823263
GOBP_TRANSCYTOSIS,4,1.38026653136524,0.0701821300224954,0.75,0.167504595827189,0.345425031823263
GOBP_NEGATIVE_REGULATION_OF_NECROTIC_CELL_DEATH,4,-1.38023804806538,-0.0985838683832464,0.75,0.167513362684538,0.345425031823263
GOBP_PROTEIN_MONOUBIQUITINATION,4,-1.37999760417857,-0.0761576829904085,0.75,0.167587382496457,0.345439324449263
GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM,3,1.37907577763808,0.0195005946067998,0.666666666666667,0.16787139123592,0.345714594056749
GOBP_RHYTHMIC_PROCESS,4,-1.37885151293666,-0.040515381966234,0.75,0.167940540356379,0.345714594056749
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,4,-1.37867247416121,-0.0447520006253654,0.75,0.167995759999087,0.345714594056749
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,4,1.37837871905366,0.0129433306805128,0.75,0.168086390308043,0.345714594056749
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS,4,1.37833221694247,0.110339223337279,0.75,0.16810074065992,0.345714594056749
GOBP_LYSOSOMAL_TRANSPORT,4,1.37825756433436,-0.00157402905458846,0.75,0.168123780057895,0.345714594056749
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION,1,1.37797076593862,0.137149450977893,1,0.168212314250936,0.345758565300627
GOBP_DETOXIFICATION,4,1.37764748214726,0.0197463939877011,0.75,0.168312153382728,0.345813832210382
KEGG_RETINOL_METABOLISM,4,1.37744883121237,0.0413743840444789,0.75,0.168373524441916,0.345813832210382
GOBP_PRESYNAPSE_ORGANIZATION,4,1.37590912125407,0.0468198107104446,0.75,0.168849770939803,0.346653696399141
HALLMARK_APICAL_SURFACE,4,1.37240134369259,0.0926080740507433,0.75,0.169938532062199,0.348642296430474
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,4,-1.37235224345838,-0.0974787747821318,0.75,0.169953809291219,0.348642296430474
REACTOME_RHOC_GTPASE_CYCLE,4,1.37186938786919,0.0327405415183588,0.75,0.170104101616453,0.348732846286507
GOBP_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,1,-1.37177527521826,-0.114963239212954,1,0.17013340646178,0.348732846286507
GOBP_FOREBRAIN_GENERATION_OF_NEURONS,4,1.37124353371028,0.0571411391954984,0.75,0.170299051490651,0.348933472393698
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,4,-1.36945020255176,0.00826092041623842,0.5,0.170858590723891,0.349940685615478
GOBP_RESPONSE_TO_TUMOR_CELL,4,-1.36902352724254,-0.00366188341127674,0.5,0.170991920713731,0.35007451282505
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE,4,1.3681147170143,0.0395243847218006,1,0.171276170749635,0.350393730180202
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,4,1.36800585051399,0.119932920982441,0.75,0.171310244814765,0.350393730180202
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,4,-1.3677666936898,-0.0590328884901936,0.5,0.171385116196233,0.350393730180202
GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON,4,-1.36757439857775,-0.0844332576323612,0.75,0.171445334630423,0.350393730180202
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,4,-1.36706354527406,-0.100620196853667,0.75,0.171605388516,0.350393730180202
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,4,1.36701631397494,0.0518811222708755,0.75,0.171620192056167,0.350393730180202
GOBP_CHONDROCYTE_DEVELOPMENT,4,1.36700353832106,0.0549969592311832,0.75,0.171624196448722,0.350393730180202
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,4,-1.36627137765713,-0.0804491097915784,1,0.171853801272122,0.350723433511755
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,4,1.36519623198663,0.0465002655742647,0.5,0.172191382350954,0.351273148860959
GOBP_REGULATION_OF_SENSORY_PERCEPTION,4,1.36348476071832,0.0662788900277923,1,0.172729784046681,0.352231943784698
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,3,1.36264838984154,0.063813600625637,1,0.17299335051168,0.352629755259161
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,4,-1.36241775563513,-0.105864676846791,0.75,0.173066083380304,0.35263841049671
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,4,-1.36208010228794,-0.0311220821856878,0.5,0.173172607064619,0.352715883613814
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,4,-1.35909229702094,-0.0191284589940049,0.75,0.174117343451653,0.354499881942492
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,4,-1.35816802379253,-0.062187199989745,1,0.174410374464924,0.354956133644227
REACTOME_STIMULI_SENSING_CHANNELS,4,-1.35755650757429,-0.0446690794883984,0.75,0.174604451500542,0.355210715439072
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,4,-1.35728509157203,-0.0472498646047963,0.75,0.174690642498826,0.355245702301128
GOBP_OVULATION_CYCLE_PROCESS,4,1.35704192894455,0.0558600616856345,0.5,0.174767888312394,0.355262478057843
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,4,1.35656885583208,0.0601739417549986,1,0.174918243162421,0.355427795597201
GOBP_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT,3,1.35578825144049,0.0140038721105877,0.666666666666667,0.175166550443209,0.355665896218138
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,4,1.35576619550612,0.0680368664899014,0.75,0.175173570170751,0.355665896218138
GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION,4,1.35517222421989,0.00656708034235221,0.75,0.175362691970145,0.355909539201529
REACTOME_METABOLISM_OF_POLYAMINES,4,1.35376747048219,0.0327223046244727,0.5,0.175810574829262,0.356677955002312
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,4,-1.35322939405944,-0.130594584948647,0.75,0.175982357520347,0.356830703814569
KEGG_FATTY_ACID_METABOLISM,4,-1.35281681216088,-0.0938661250175332,0.75,0.176114160420036,0.356830703814569
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,4,-1.35257325852628,0.00905303476173434,0.5,0.176192000300613,0.356830703814569
GOBP_DEFENSE_RESPONSE_TO_FUNGUS,4,1.35249174439013,0.129072980787051,0.75,0.176218057993024,0.356830703814569
GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,4,-1.35232187162588,-0.0883198747781987,0.75,0.176272370594554,0.356830703814569
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,4,-1.35198381060346,-0.052867912075024,0.75,0.176380494345941,0.356830703814569
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS,2,-1.35183539295253,-0.123911865048726,0.5,0.176427979120671,0.356830703814569
GOBP_INTERLEUKIN_12_PRODUCTION,4,-1.35179696846857,-0.0182956329146075,0.75,0.176440274210894,0.356830703814569
GOBP_GOLGI_ORGANIZATION,4,-1.35106992300141,-0.0531558520087908,1,0.176673035054188,0.357161153315279
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,4,1.35076300899217,0.0477072212647119,0.75,0.176771361066096,0.357219677444792
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,4,1.34928794253132,0.0516367232936769,0.75,0.177244496962808,0.35803527456316
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,4,-1.34744329362036,-0.0760143786898491,1,0.177837505081357,0.359092279868198
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,4,-1.3471281949846,-0.0853590255175993,0.5,0.177938948879429,0.359156271179999
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,4,-1.34543955024592,-0.0310324939056128,0.5,0.17848333031391,0.360113898035393
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,4,1.34471443696744,0.0187291380846842,0.75,0.178717470610681,0.360445067048334
GOBP_CRANIAL_NERVE_MORPHOGENESIS,4,1.34437898464478,0.0112714732769503,0.75,0.178825866000675,0.360522468299715
GOBP_ONE_CARBON_COMPOUND_TRANSPORT,2,-1.34338142905035,-0.102715873353853,0.5,0.179148497097872,0.361031550511524
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,4,-1.34252732460386,-0.0749944118857644,0.75,0.179425076771956,0.361447464905634
GOBP_RESPONSE_TO_VITAMIN,4,1.3413922200121,0.0206823622134947,0.75,0.1797931422133,0.361840263738121
GOBP_STEROL_TRANSPORT,4,-1.34134895859102,-0.026392593267402,0.5,0.179807181118079,0.361840263738121
GOBP_FOREBRAIN_NEURON_DEVELOPMENT,4,1.34127591505942,0.0760848858966274,0.75,0.179830886561633,0.361840263738121
GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS,4,-1.34008175083264,0.0413705532400081,0.75,0.180218768362413,0.362479077460182
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,4,-1.33940590502365,-0.0639202275147395,0.5,0.180438568101968,0.362779456133165
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING,4,1.33876076420812,0.0205296590535374,0.5,0.180648567609202,0.363018854154197
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,4,-1.33857902162764,-0.0533893699652281,0.5,0.1807077593134,0.363018854154197
REACTOME_INTERLEUKIN_10_SIGNALING,4,1.33839058070913,0.102663143693163,1,0.180769147805663,0.363018854154197
GOBP_GLUTAMATE_SECRETION,4,-1.33777187290214,0.0217214989555622,0.5,0.18097081344921,0.363282151442488
GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,4,-1.33710528089646,-0.00508938404605844,0.25,0.181188273652756,0.363576937271256
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,4,1.33650017643286,0.00299606359159234,0.5,0.181385842872355,0.363831595227797
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,4,1.33601589230898,0.0151338847707004,0.75,0.181544078882737,0.364007189317449
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE,4,1.33526872475561,0.0634207362510973,0.5,0.181788410878565,0.364157493505075
GOBP_CELLULAR_COPPER_ION_HOMEOSTASIS,3,1.33516851350795,0.00354039741669621,0.333333333333333,0.181821199603414,0.364157493505075
GOBP_REGULATION_OF_GENE_SILENCING_BY_RNA,4,-1.33513791248278,-0.0486809110823266,0.5,0.181831213012536,0.364157493505075
GOBP_T_HELPER_2_CELL_DIFFERENTIATION,3,-1.33488412714901,-0.0993107938161486,1,0.181914273591199,0.364182190793578
GOBP_LYMPHOCYTE_HOMEOSTASIS,4,1.33296274103764,0.044777190699448,1,0.18254403122731,0.365300900423404
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS,3,-1.33272471184107,-0.0832703248153024,1,0.18262216057762,0.365315269935573
GOBP_LEUKOTRIENE_BIOSYNTHETIC_PROCESS,3,-1.33212958661472,-0.047161179293575,0.666666666666667,0.182817609573089,0.365564222016248
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,4,-1.33114526773009,-0.0213424711947865,0.5,0.18314121646227,0.366069147346362
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,4,-1.33014071135883,-0.116859374773405,0.75,0.183471914140223,0.366587848625537
GOBP_POST_ANAL_TAIL_MORPHOGENESIS,3,1.32894773125827,0.0211026652094738,0.666666666666667,0.183865214862726,0.366976286438847
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,4,1.32889125387974,0.0821646509464258,0.75,0.183883849746884,0.366976286438847
GOBP_T_CELL_CYTOKINE_PRODUCTION,4,-1.32869867044844,0.0232216057671778,0.5,0.183947403756659,0.366976286438847
GOBP_ORGANIC_CATION_TRANSPORT,4,-1.32864277061759,-0.0699130576277411,0.5,0.183965854175281,0.366976286438847
GOBP_MUSCLE_HYPERTROPHY,4,1.3283469325223,0.0177843577727812,0.75,0.184063521952794,0.366976286438847
GOBP_INNER_EAR_MORPHOGENESIS,4,-1.32818416557161,-0.0419547096194729,1,0.184117274088011,0.366976286438847
GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,1,-1.3280390063934,-0.105789715746997,1,0.184165221238683,0.366976286438847
REACTOME_HYALURONAN_METABOLISM,4,1.32596864404063,0.129760328269894,0.5,0.184850083765795,0.368180787024228
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,4,-1.32560951565479,-0.0231553414090958,0.5,0.184969072670928,0.368180787024228
GOBP_NON_MOTILE_CILIUM_ASSEMBLY,4,-1.32556384166218,-0.0430568856317563,0.5,0.184984209755618,0.368180787024228
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,4,-1.32442797635568,-0.120405984585868,0.75,0.185360948376074,0.368788069238178
GOBP_DETERMINATION_OF_ADULT_LIFESPAN,3,-1.32349859540346,-0.0821155962517946,0.666666666666667,0.1856696230864,0.369259516906864
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,4,-1.32239086311778,-0.0604361674239043,1,0.186038029799329,0.369849349589477
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE,4,-1.32178110398977,-0.101441505987829,0.75,0.18624105233622,0.369913649402789
GOBP_MONOCYTE_DIFFERENTIATION,4,1.32170835988454,0.0746969031170116,0.75,0.186265283800231,0.369913649402789
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,4,1.32164647810883,0.0517365176737284,1,0.186285898796161,0.369913649402789
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,4,-1.3205963283104,-0.0128750361355143,0.75,0.186635997770645,0.370465980154608
GOBP_METANEPHROS_DEVELOPMENT,4,1.31925089376988,0.0534843593179407,0.75,0.187085248815822,0.371207411874103
REACTOME_MICRORNA_MIRNA_BIOGENESIS,4,1.31888080451441,-0.00219037033559946,0.75,0.187208964430534,0.371207411874103
GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY,4,1.31883045311062,0.0435327254748682,0.5,0.18722580086173,0.371207411874103
GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,4,-1.31829828726555,-0.0456355285353843,1,0.18740381408517,0.371417335921686
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION,4,1.31685500929572,0.0278899799223796,0.75,0.187887229701382,0.372232145337598
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,4,1.3165479059677,0.122327639638187,0.75,0.187990210397085,0.372292920513304
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,4,-1.31608027230766,-0.028255560370821,0.75,0.188147101581959,0.372460371413114
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,4,-1.31472397690366,-0.0414546878613513,0.75,0.188602685358963,0.372992835998012
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,4,-1.31471074082617,-0.0523761751529628,0.75,0.188607135403146,0.372992835998012
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,4,1.31463264317812,0.0223650694637582,1,0.188633393851005,0.372992835998012
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,4,1.31361664965572,0.0367020818722677,0.75,0.188975242857462,0.37340615222291
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,4,-1.31358036408034,-0.0552821903354965,1,0.188987460223908,0.37340615222291
GOBP_REGULATION_OF_OSSIFICATION,4,1.31327910431842,0.0296473470010473,0.75,0.189088916984707,0.373463304010072
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,4,-1.31235084094757,-0.0643644929289246,0.75,0.189401785365817,0.373929020641435
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,4,-1.31214872581648,-0.0823483715337678,0.75,0.189469958215868,0.373929020641435
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,4,-1.31139851405108,-0.0440097476381308,1,0.189723160616104,0.374285269736521
GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,4,1.31100466614374,0.127802491209784,0.75,0.189856187156459,0.374362393313147
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,4,-1.3108523092697,-0.0146421498114283,0.25,0.189907665825197,0.374362393313147
GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT,4,1.31053054000724,0.0757869278818892,0.5,0.190016419706295,0.374433427121208
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,4,1.30989456742651,0.0505672849990392,0.5,0.190231505210239,0.374603517554933
GOBP_FATTY_ACID_HOMEOSTASIS,3,-1.30984510149599,-0.0258506335725046,0.333333333333333,0.190248242067615,0.374603517554933
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSPORT,4,-1.30828105392622,-0.00490022507056353,0.75,0.190777998842278,0.37550302600875
GOBP_CARDIAC_ATRIUM_DEVELOPMENT,4,1.30770375617893,0.0596583684940038,0.5,0.190973808832483,0.375744800029979
GOBP_PROGESTERONE_METABOLIC_PROCESS,3,-1.30571871143141,-0.0261991306445547,0.666666666666667,0.191648232415482,0.376927711500121
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,4,-1.3045417927479,-0.0305581510077342,1,0.192048919673343,0.377519352939434
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS,4,1.30435077837505,0.138593349407348,0.75,0.192114009435153,0.377519352939434
GOBP_DEVELOPMENTAL_MATURATION,4,1.30407466269054,0.0190690702699924,0.75,0.192208126856321,0.377519352939434
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,4,-1.30397435215602,-0.0922797768169075,0.75,0.192242327327092,0.377519352939434
GOBP_LIPOPROTEIN_CATABOLIC_PROCESS,1,-1.30349959340215,-0.188019703281756,1,0.192404255100922,0.377693293753202
GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS,2,-1.30319511468658,-0.0576811310367363,0.5,0.192508157571112,0.377753240599716
GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION,3,1.3026825491161,0.100815297365982,0.666666666666667,0.192683162213303,0.377934719023285
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,4,1.30248914011994,0.0255900596677685,0.75,0.192749227986206,0.377934719023285
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,1,1.30227954842241,0.0942829222156523,1,0.192820840332913,0.377934719023285
GOBP_STRESS_FIBER_ASSEMBLY,4,1.30154690084775,0.019154462166246,0.75,0.193071321673323,0.378281672487041
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,4,-1.30075803364358,-0.0545660492079359,0.5,0.193341290849848,0.37863219997843
GOBP_NEGATIVE_REGULATION_OF_BIOMINERALIZATION,4,1.30044035246422,0.00118621796676532,0.75,0.193450087203432,0.37863219997843
GOBP_RESPONSE_TO_HYDROPEROXIDE,3,-1.30037979098315,-0.00269436235175794,0.333333333333333,0.193470832810886,0.37863219997843
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,4,1.30001145602322,0.0228847813106944,0.5,0.193597042795319,0.37873524823446
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION,4,1.29879550397556,0.0776534908655869,0.75,0.194014118026115,0.379318598377934
GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,4,-1.29871262700959,-0.0187210924231482,0.75,0.194042569067291,0.379318598377934
KEGG_BASAL_CELL_CARCINOMA,4,1.29796479243736,0.0512396458668686,0.75,0.194299433579014,0.379492485406475
GOBP_RESPONSE_TO_PH,4,-1.29769828262417,-0.0618865424760504,0.75,0.194391034045551,0.379492485406475
GOBP_REGULATION_OF_LIPID_LOCALIZATION,4,1.29764329610758,0.0241481968237368,1,0.194409937069583,0.379492485406475
GOBP_PROTEIN_AUTOUBIQUITINATION,4,-1.29759561243124,-0.0536367912703978,0.5,0.194426330647171,0.379492485406475
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,4,-1.29635605888394,0.0184587076518856,0.5,0.19485284332133,0.380180860273409
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,4,1.29559500499798,0.00331238915647696,0.5,0.195115050916714,0.380548256503849
GOBP_DNA_REPLICATION_INDEPENDENT_CHROMATIN_ORGANIZATION,4,1.29519416060021,0.0546270711426139,0.75,0.195253258724477,0.380673619527578
GOBP_INTERLEUKIN_5_PRODUCTION,4,-1.29372161076662,-0.068487088382137,0.75,0.195761597881775,0.381520237506911
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,4,-1.29228759766768,0.00381069162009905,0.5,0.196257565385219,0.382342112814412
