pathway,family
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,1070
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,1966
GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS,1967
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS,1383
GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL,1559
GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID,1948
GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS,1968
GOBP_CELLULAR_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS,1968
GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION,1969
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,592
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,1970
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,1971
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,878
GOBP_CELLULAR_RESPONSE_TO_PH,1054
GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH,1054
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,912
GOBP_CELLULAR_RESPONSE_TO_RADIATION,1064
GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION,1083
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION,1083
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,1064
GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS,1493
GOBP_CELLULAR_RESPONSE_TO_STEROL_DEPLETION,916
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,1972
GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION,1973
GOBP_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS,1730
GOBP_RESPONSE_TO_DEXAMETHASONE,1966
GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS,1966
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,948
GOBP_OTIC_VESICLE_DEVELOPMENT,1974
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,1436
GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION,1975
GOBP_GRANULOCYTE_CHEMOTAXIS,1307
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,1976
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,1976
GOBP_VOCALIZATION_BEHAVIOR,1977
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,1436
GOBP_MONONUCLEAR_CELL_MIGRATION,1761
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,1127
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,742
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,1127
GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE,1978
GOBP_ANATOMICAL_STRUCTURE_MATURATION,1254
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,1415
GOBP_BASEMENT_MEMBRANE_ORGANIZATION,1955
GOBP_ICOSANOID_TRANSPORT,1183
GOBP_RESPONSE_TO_NITRIC_OXIDE,1979
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,918
GOBP_RESPONSE_TO_BMP,1299
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,1032
GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,1980
GOBP_PODOSOME_ASSEMBLY,1981
GOBP_REGULATION_OF_PODOSOME_ASSEMBLY,1981
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,1280
GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE,1679
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION,812
GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION,1489
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,1982
GOBP_RESPONSE_TO_CATECHOLAMINE,956
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,1983
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,1983
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,1933
GOBP_DNA_BIOSYNTHETIC_PROCESS,602
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,1462
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,1630
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,245
GOBP_NEPHRON_DEVELOPMENT,624
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,624
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT,1431
GOBP_NEPHRON_MORPHOGENESIS,624
GOBP_COLLECTING_DUCT_DEVELOPMENT,1984
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,624
GOBP_KIDNEY_MESENCHYME_DEVELOPMENT,1985
GOBP_METANEPHRIC_MESENCHYME_DEVELOPMENT,1985
GOBP_NEPHRON_TUBULE_FORMATION,1986
GOBP_RENAL_VESICLE_DEVELOPMENT,783
GOBP_STEM_CELL_PROLIFERATION,1987
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION,1987
GOBP_GLOMERULAR_MESANGIUM_DEVELOPMENT,1918
GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,1918
GOBP_MESENCHYME_MORPHOGENESIS,776
GOBP_METANEPHRIC_TUBULE_DEVELOPMENT,783
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS,624
GOBP_EPITHELIAL_TUBE_FORMATION,657
GOBP_NEPHRIC_DUCT_DEVELOPMENT,1988
GOBP_URETER_DEVELOPMENT,1989
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,783
GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT,783
GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT,783
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT,1990
GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS,783
GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS,783
GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION,1431
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,853
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,852
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,1297
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,1035
GOBP_MODIFIED_AMINO_ACID_TRANSPORT,1991
GOBP_SULFUR_COMPOUND_TRANSPORT,1021
GOBP_PROTEIN_ACTIVATION_CASCADE,1992
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE,1014
GOBP_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT,1993
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,873
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,800
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,284
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,284
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,803
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,1048
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,803
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT,889
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE,1994
GOBP_T_HELPER_17_CELL_DIFFERENTIATION,1994
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,1995
GOBP_LIVER_MORPHOGENESIS,1996
GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS,1997
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS,1998
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,1999
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,1399
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,849
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,2000
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,850
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,850
GOBP_LAMELLIPODIUM_MORPHOGENESIS,2001
GOBP_LYMPHOCYTE_MIGRATION,1761
GOBP_EOSINOPHIL_MIGRATION,1760
GOBP_T_CELL_MIGRATION,1127
GOBP_MRNA_METHYLATION,1204
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,2002
GOBP_LYTIC_VACUOLE_ORGANIZATION,2003
GOBP_HISTONE_H3_K4_TRIMETHYLATION,1214
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2004
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,613
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,613
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,613
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,613
GOBP_MEMBRANE_REPOLARIZATION,1879
GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,2005
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL,1879
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,2005
GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,1879
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,2006
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING,2006
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,1108
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,613
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION,2007
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION,613
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,342
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS,1976
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS,736
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,736
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING,1945
GOBP_TUBULIN_DEACETYLATION,2008
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,685
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,2009
GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,685
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,1725
GOBP_RELAXATION_OF_MUSCLE,1863
GOBP_FOAM_CELL_DIFFERENTIATION,1118
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY,1957
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,754
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,1282
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,2010
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,2010
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,948
GOBP_COCHLEA_DEVELOPMENT,2011
GOBP_COCHLEA_MORPHOGENESIS,2011
GOBP_COPII_COATED_VESICLE_CARGO_LOADING,901
GOBP_COPII_COATED_VESICLE_BUDDING,901
GOBP_EPITHELIAL_CELL_CELL_ADHESION,2012
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION,585
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION,585
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,848
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,1830
GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY,1315
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY,2013
GOBP_ORGANELLE_MEMBRANE_FUSION,1764
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,637
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,1694
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT,1902
GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS,1902
GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,655
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,655
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,1128
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,1134
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,1134
GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,1641
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,2013
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,683
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,1281
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT,2014
GOBP_REGULATION_OF_CALCIUM_ION_IMPORT,1943
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT,1943
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,1299
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING,1805
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,2015
GOBP_MITOTIC_SPINDLE_ASSEMBLY,932
GOBP_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_ASSEMBLY,626
GOBP_REGULATION_OF_PROTEIN_DEACETYLATION,1206
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION,1206
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,2016
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,2016
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,1387
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,1386
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS,877
GOBP_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION,804
GOBP_REGULATION_OF_PLATELET_AGGREGATION,1101
GOBP_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,1814
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,1814
GOBP_REGULATION_OF_CELL_AGING,992
GOBP_NEGATIVE_REGULATION_OF_CELL_AGING,2017
GOBP_PHAGOSOME_MATURATION,658
GOBP_CELLULAR_SENESCENCE,992
GOBP_REPLICATIVE_SENESCENCE,2018
GOBP_CATECHOLAMINE_UPTAKE,611
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS,2015
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC,2015
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC,2019
GOBP_EPIBOLY,680
GOBP_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,2020
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,920
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING,2021
GOBP_SENSORY_ORGAN_MORPHOGENESIS,1783
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY,1640
GOBP_WALKING_BEHAVIOR,2022
GOBP_TELOMERASE_RNA_LOCALIZATION,1931
GOBP_IMMUNOLOGICAL_MEMORY_PROCESS,2023
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,1489
GOBP_ENERGY_HOMEOSTASIS,2024
GOBP_DENDRITIC_CELL_DIFFERENTIATION,645
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,1179
GOBP_DENDRITIC_SPINE_MAINTENANCE,2025
GOBP_RESPONSE_TO_THYROID_HORMONE,2026
GOBP_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS,2026
GOBP_CRANIOFACIAL_SUTURE_MORPHOGENESIS,2027
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE,1521
GOBP_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE,2028
GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS,2029
GOBP_AMMONIUM_ION_METABOLIC_PROCESS,2030
GOBP_RUFFLE_ASSEMBLY,1346
GOBP_AMELOGENESIS,1498
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,2031
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,2032
GOBP_EXECUTION_PHASE_OF_APOPTOSIS,2033
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,2034
GOBP_RENAL_FILTRATION,2035
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,1068
GOBP_AMYLOID_BETA_CLEARANCE,2036
GOBP_RENAL_TUBULAR_SECRETION,995
GOBP_HEPATOCYTE_APOPTOTIC_PROCESS,2037
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH,1146
GOBP_RESPONSE_TO_ALCOHOL,1693
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,2038
GOBP_PLASMA_MEMBRANE_TUBULATION,2039
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,920
GOBP_AUTOPHAGOSOME_MATURATION,2040
GOBP_LIVER_REGENERATION,1330
GOBP_SYNAPTIC_VESICLE_LOCALIZATION,1774
GOBP_DENDRITE_EXTENSION,2041
GOBP_NEURON_PROJECTION_GUIDANCE,2042
GOBP_STRESS_RESPONSE_TO_METAL_ION,1744
GOBP_MANNOSYLATION,1516
GOBP_SIALYLATION,383
GOBP_MYELOID_LEUKOCYTE_MIGRATION,1307
GOBP_GRANULOCYTE_MIGRATION,1307
GOBP_LAMELLIPODIUM_ORGANIZATION,1105
GOBP_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,1956
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,2043
GOBP_CALCINEURIN_MEDIATED_SIGNALING,1753
GOBP_SPERM_MOTILITY,616
GOBP_CENTRIOLE_ASSEMBLY,1324
GOBP_DETECTION_OF_OTHER_ORGANISM,1065
GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS,1065
GOBP_CELLULAR_RESPONSE_TO_VIRUS,749
GOBP_ANION_TRANSMEMBRANE_TRANSPORT,881
GOBP_IMPORT_INTO_CELL,2044
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,881
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,2045
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE,885
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,2046
GOBP_MAINTENANCE_OF_CELL_NUMBER,1504
GOBP_MACROMOLECULE_DEACYLATION,1206
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,2044
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,943
GOBP_CELL_AGGREGATION,2047
GOBP_BONE_CELL_DEVELOPMENT,1551
GOBP_DETOXIFICATION,1068
GOBP_SKIN_EPIDERMIS_DEVELOPMENT,1593
GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION,2048
GOBP_NCRNA_TRANSCRIPTION,1057
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS,995
GOBP_NEUROTRANSMITTER_REUPTAKE,611
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,577
GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,2049
GOBP_INTESTINAL_LIPID_ABSORPTION,1659
GOBP_BONE_GROWTH,788
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,1068
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,1393
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE,2050
GOBP_REGULATION_OF_ACTION_POTENTIAL,2051
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,2051
GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION,957
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,2052
GOBP_AXONAL_TRANSPORT,1014
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,2053
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,612
GOBP_POSTSYNAPSE_ASSEMBLY,2045
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,1521
GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION,2045
GOBP_MICROTUBULE_BASED_TRANSPORT,1014
GOBP_TRNA_5_END_PROCESSING,609
GOBP_PRESYNAPSE_ORGANIZATION,2054
GOBP_POSTSYNAPSE_ORGANIZATION,1911
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION,2054
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,1911
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE,1775
GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,1927
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,1774
GOBP_ACTIN_FILAMENT_BASED_TRANSPORT,2055
GOBP_VESICLE_CYTOSKELETAL_TRAFFICKING,1014
GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE,1484
GOBP_SYNAPTIC_MEMBRANE_ADHESION,2056
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE,2057
GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC,1874
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,2044
GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION,2058
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,2059
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,1879
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,1879
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,1879
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT,2050
GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,2060
GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION,2061
GOBP_NEURON_PROJECTION_ORGANIZATION,1911
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,1753
GOBP_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,1808
GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,1753
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,1325
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,1016
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,641
GOBP_BIOMINERALIZATION,1291
GOBP_REGULATION_OF_BIOMINERALIZATION,1291
GOBP_NEGATIVE_REGULATION_OF_BIOMINERALIZATION,1292
GOBP_POSITIVE_REGULATION_OF_BIOMINERALIZATION,1291
GOBP_RNA_DECAPPING,2062
GOBP_INTERMEMBRANE_LIPID_TRANSFER,2063
GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,2064
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,1892
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,625
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,2065
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,866
GOBP_TIGHT_JUNCTION_ORGANIZATION,931
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,869
GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS,866
GOBP_SPERM_FLAGELLUM_ASSEMBLY,1669
GOBP_MITOTIC_NUCLEAR_DIVISION,577
GOBP_EXOCYTIC_PROCESS,903
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,1402
GOBP_NEURON_PROJECTION_ARBORIZATION,2066
GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS,2067
GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE,1956
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,1127
GOBP_PRESYNAPTIC_ENDOCYTOSIS,1562
GOBP_LIPID_EXPORT_FROM_CELL,1545
GOBP_LIPID_IMPORT_INTO_CELL,2068
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE,2069
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING,2070
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,915
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT,2071
GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY,2072
GOBP_FACULTATIVE_HETEROCHROMATIN_ASSEMBLY,626
GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION,2066
GOBP_NEUROINFLAMMATORY_RESPONSE,646
