pathway,z_OA,FDR_OA,z_MSC,FDR_MSC,same_dir,score
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,-2.56160956788872,0.0517324902921713,-2.21897734250951,0.221373856858645,TRUE,2.37801495842993
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION,2.33294578168972,0.079546346922491,2.42201413787986,0.177587755238294,TRUE,2.37664576010608
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,-3.02064098226196,0.0195600157010621,-1.95621527046131,0.285302146861687,TRUE,2.37460103970203
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,3.27736353254148,0.0107448268783174,1.85937798517003,0.307506004517423,TRUE,2.37265495287044
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,2.07852643377834,0.123749820087402,2.75630859896368,0.125037116367193,TRUE,2.36990931181674
GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING,-3.90133866599862,0.00197025882596769,-1.69896236375141,0.360019743415258,TRUE,2.36709688517427
GOBP_HORMONE_BIOSYNTHETIC_PROCESS,2.79151904120327,0.0315691296218609,2.05391524034224,0.257986545056513,TRUE,2.36657569550368
GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING,1.92589346810597,0.159285965612514,3.06355012588441,0.0931910999512009,TRUE,2.36502169651239
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,3.77891832835621,0.00288620817991111,1.71914449699146,0.353951996149593,TRUE,2.36319840465371
GOBP_REGULATION_OF_ICOSANOID_SECRETION,2.88233806510549,0.0260811119271134,1.99956876685133,0.270185599865827,TRUE,2.36114017283753
